#TYPE System.Management.Automation.PSCustomObject
"Time","Computer","ResponseTime"
"2020-04-17 17:05:08","8.8.8.8","24"
"2020-04-17 17:05:10","8.8.8.8","22"
"2020-04-17 17:05:11","8.8.8.8","22"
"2020-04-17 17:05:12","8.8.8.8","25"
"2020-04-17 17:05:13","8.8.8.8","62"
