#TYPE System.Management.Automation.PSCustomObject
"Time","Computer","ResponseTime"
"2020-04-17 17:10:49","8.8.8.8","23"
"2020-04-17 17:16:45","8.8.8.8","23"
"2020-04-17 17:16:49","8.8.8.8","85"
"2020-04-17 17:16:50","8.8.8.8","43"
"2020-04-17 17:16:51","8.8.8.8","76"
"2020-04-17 17:16:52","8.8.8.8","84"
