#TYPE System.Management.Automation.PSCustomObject
"Time","Computer","ResponseTime"
"2020-04-17 17:10:47","192.168.98.1","2"
"2020-04-17 17:16:46","192.168.98.1","2"
"2020-04-17 17:16:49","192.168.98.1","48"
"2020-04-17 17:16:50","192.168.98.1","15"
"2020-04-17 17:16:51","192.168.98.1","1"
"2020-04-17 17:16:52","192.168.98.1","2"
